# Parametros: {"consol_min_bars": 8, "consol_max_bars": 100, "consol_max_range_pct": 10, "consol_atr_ratio": 0.5, "consol_body_ratio": 0.5, "consol_max_outside_bars": 3, "lookforward_bars": 100, "max_price_range_pct": 10, "entry_mode": "swing_confirmation", "position_mode": "sequential", "swing_bars": 3, "sl_mode": "swing_previous"}
# Fecha: 2026-02-05T01:51:09.038280
zona_num;fecha_inicio;fecha_fin;precio_min;precio_max;rango_pct;direccion_breakout;precio_breakout;modo_entrada;precio_entrada;offset_barras;resultado;pnl_r;r_multiple;alcanzo_2r;alcanzo_3r;barras_cierre;velas_en_zona;duracion_horas;score
1;2026-01-18 13:05;2026-01-18 18:00;94941,1;95490,5;0,58;DOWN;94887,1;Swing Confirm;92652,4;19;WIN;2,0;7,95;Si;Si;1942;60;4,9;98.0
2;2026-02-04 04:20;2026-02-04 08:30;75635,2;76307,9;0,89;DOWN;75528,6;Swing Confirm;74885,9;15;WIN;2,0;3,71;Si;Si;34;51;4,2;90.0
3;2026-02-03 04:35;2026-02-03 09:45;77600,6;78533,4;1,19;DOWN;77573,9;Swing Confirm;77866,0;11;WIN;2,0;14,87;Si;Si;8;63;5,2;84.0
4;2026-01-06 21:20;2026-01-07 04:10;92222,8;93085,5;0,93;DOWN;92031,9;Swing Confirm;91743,3;14;WIN;2,0;18,17;Si;Si;338;83;6,8;83.0
5;2026-02-04 01:20;2026-02-04 03:20;76187,8;76759,4;0,75;DOWN;76087,5;Swing Confirm;76224,0;10;WIN;2,0;16,12;Si;Si;54;25;2,0;79.0
6;2026-01-30 17:55;2026-01-31 01:20;83778,4;84277,3;0,59;DOWN;83624,9;Swing Confirm;83727,5;7;WIN;2,0;41,69;Si;Si;16;90;7,4;78.0
7;2026-01-31 04:20;2026-01-31 08:15;82650,0;83281,0;0,76;DOWN;82501,6;Swing Confirm;81936,0;10;WIN;2,0;12,46;Si;Si;31;48;3,9;78.0
8;2026-01-12 03:45;2026-01-12 10:15;90068,0;91210,8;1,26;UP;91289,6;Swing Confirm;92035,5;14;WIN;2,0;4,3;Si;Si;356;79;6,5;76.0
9;2026-01-26 07:25;2026-01-26 08:35;87659,0;88010,9;0,4;DOWN;87647,5;Swing Confirm;88130,0;9;LOSS;-1,0;151,51;Si;Si;1;15;1,2;64.0
10;2026-01-12 02:50;2026-01-12 03:30;91100,0;91592,7;0,54;DOWN;90730,3;Swing Confirm;90805,5;14;LOSS;-1,0;26,32;Si;Si;74;9;0,7;61.0
11;2026-02-01 05:45;2026-02-01 06:30;78116,0;78523,6;0,52;UP;78714,8;Swing Confirm;78398,9;12;LOSS;-1,0;3,5;Si;Si;18;10;0,8;60.0
12;2026-01-08 14:00;2026-01-08 14:55;90732,6;91284,1;0,61;DOWN;90669,8;Swing Confirm;91099,3;18;LOSS;-1,0;113,71;Si;Si;6;12;0,9;59.0
13;2026-01-25 23:55;2026-01-26 02:50;87622,2;88043,4;0,48;UP;88078,4;Swing Confirm;88107,6;6;LOSS;-1,0;5,62;Si;Si;14;36;2,9;59.0
14;2026-01-08 20:50;2026-01-09 02:45;90866,7;91463,6;0,65;DOWN;90708,8;Swing Confirm;90370,0;8;LOSS;-1,0;27,08;Si;Si;83;72;5,9;59.0
15;2026-01-11 14:25;2026-01-11 19:15;90176,4;91173,9;1,1;UP;91222,4;Swing Confirm;91388,6;11;LOSS;-1,0;10,24;Si;Si;82;59;4,8;58.0
16;2026-01-13 15:40;2026-01-13 17:05;94026,2;94696,0;0,71;UP;95562,3;Swing Confirm;95569,6;8;LOSS;-1,0;1,55;No;No;1452;18;1,4;57.0
17;2026-01-25 12:20;2026-01-25 13:20;87420,8;87976,5;0,63;DOWN;87279,0;Swing Confirm;87041,9;9;LOSS;-1,0;18,81;Si;Si;135;13;1,0;56.0
18;2026-01-08 15:05;2026-01-08 15:50;90512,1;90879,8;0,41;UP;91033,2;Swing Confirm;91283,7;16;LOSS;-1,0;8,91;Si;Si;117;10;0,8;55.0
19;2026-01-06 13:55;2026-01-06 15:10;91864,0;92471,5;0,66;UP;92473,9;Swing Confirm;93514,9;13;LOSS;-1,0;2,95;Si;No;145;16;1,2;55.0
20;2026-01-26 03:05;2026-01-26 04:20;87682,3;88355,0;0,76;DOWN;87619,4;Swing Confirm;87783,5;9;LOSS;-1,0;30,97;Si;Si;53;16;1,2;54.0
21;2026-02-03 22:25;2026-02-04 00:35;76306,7;76991,2;0,89;DOWN;76219,4;Swing Confirm;76457,9;9;LOSS;-1,0;127,96;Si;Si;1;27;2,2;54.0
22;2026-01-31 22:00;2026-02-01 00:40;78461,1;79074,3;0,78;DOWN;78273,1;Swing Confirm;78315,5;14;LOSS;-1,0;17,31;Si;Si;10;33;2,7;54.0
23;2026-02-01 03:45;2026-02-01 04:55;78502,8;79119,9;0,78;UP;79128,4;Swing Confirm;78462,2;12;LOSS;-1,0;7,56;Si;Si;1;15;1,2;54.0
24;2026-01-29 19:05;2026-01-29 19:55;84062,8;84682,7;0,73;DOWN;84045,6;Swing Confirm;82316,1;29;LOSS;-1,0;5,67;Si;Si;192;11;0,8;53.0
25;2026-01-26 12:20;2026-01-26 13:15;86923,3;88066,7;1,31;UP;88191,3;Swing Confirm;88352,8;6;LOSS;-1,0;1,57;No;No;817;12;0,9;52.0
26;2026-02-02 06:00;2026-02-02 09:30;77400,0;78500,0;1,41;UP;78524,4;Swing Confirm;78406,7;8;LOSS;-1,0;1,17;No;No;284;43;3,5;52.0
27;2026-01-06 02:05;2026-01-06 06:05;93054,6;93680,0;0,67;UP;93731,7;Swing Confirm;93808,8;20;LOSS;-1,0;11,86;Si;Si;35;49;4,0;50.0
28;2026-01-08 06:25;2026-01-08 08:45;89746,2;90245,0;0,55;DOWN;89706,3;Swing Confirm;90476,2;23;LOSS;-1,0;50,8;Si;Si;1;29;2,3;49.0
29;2026-01-09 12:30;2026-01-09 13:15;90950,0;91506,9;0,61;DOWN;90873,2;Swing Confirm;90631,1;9;LOSS;-1,0;23,46;Si;Si;648;10;0,8;49.0
30;2026-01-29 15:40;2026-01-29 16:45;83864,4;84622,1;0,9;UP;84535,1;Swing Confirm;84395,0;7;LOSS;-1,0;1,41;No;No;30;14;1,1;36.0
31;2026-01-06 07:40;2026-01-06 08:35;93619,2;93878,0;0,28;UP;93917,1;Swing Confirm;93710,7;13;SKIPPED;0,0;0,0;No;No;0;12;0,9;0.0
32;2026-01-06 15:25;2026-01-06 16:10;92330,2;92898,3;0,61;UP;93696,4;Swing Confirm;93384,8;10;SKIPPED;0,0;0,0;No;No;0;10;0,8;0.0
33;2026-01-06 17:05;2026-01-06 18:30;92905,1;93588,7;0,73;UP;93609,2;Swing Confirm;92760,8;17;SKIPPED;0,0;0,0;No;No;0;18;1,4;0.0
34;2026-01-06 18:35;2026-01-06 19:20;93360,5;93756,0;0,42;DOWN;93316,7;Swing Confirm;92937,7;33;SKIPPED;0,0;0,0;No;No;0;10;0,8;0.0
35;2026-01-07 04:15;2026-01-07 10:15;90922,5;92312,4;1,52;DOWN;91251,0;Swing Confirm;91510,5;9;SKIPPED;0,0;0,0;No;No;0;73;6,0;0.0
36;2026-01-07 12:45;2026-01-07 13:50;90811,4;91597,8;0,86;DOWN;90783,9;Swing Confirm;90999,1;14;SKIPPED;0,0;0,0;No;No;0;14;1,1;0.0
37;2026-01-07 14:15;2026-01-07 20:00;90624,3;91478,0;0,94;UP;91487,9;Swing Confirm;91314,0;8;SKIPPED;0,0;0,0;No;No;0;70;5,8;0.0
38;2026-01-07 20:15;2026-01-07 21:20;91058,9;91641,4;0,64;DOWN;90872,4;Swing Confirm;90945,7;9;SKIPPED;0,0;0,0;No;No;0;14;1,1;0.0
39;2026-01-07 21:30;2026-01-08 01:00;90555,3;91188,0;0,7;DOWN;90536,3;Swing Confirm;90240,8;32;SKIPPED;0,0;0,0;No;No;0;43;3,5;0.0
40;2026-01-08 02:05;2026-01-08 03:00;89770,9;90539,9;0,85;UP;90575,1;Swing Confirm;90332,5;11;SKIPPED;0,0;0,0;No;No;0;12;0,9;0.0
41;2026-01-08 04:20;2026-01-08 05:45;89722,0;90279,3;0,62;UP;90353,5;Swing Confirm;90092,8;14;SKIPPED;0,0;0,0;No;No;0;18;1,4;0.0
42;2026-01-08 15:55;2026-01-08 16:35;90824,1;91250,0;0,47;UP;91395,0;Swing Confirm;91158,9;8;SKIPPED;0,0;0,0;No;No;0;9;0,7;0.0
43;2026-01-08 16:55;2026-01-08 20:35;90795,0;91597,3;0,88;DOWN;90909,9;Swing Confirm;91173,8;10;SKIPPED;0,0;0,0;No;No;0;45;3,7;0.0
44;2026-01-09 04:05;2026-01-09 05:35;90018,1;90536,8;0,57;UP;90544,9;Swing Confirm;90353,5;17;SKIPPED;0,0;0,0;No;No;0;19;1,5;0.0
45;2026-01-09 06:15;2026-01-09 07:10;90314,3;90649,8;0,37;DOWN;90244,3;Swing Confirm;90448,5;18;SKIPPED;0,0;0,0;No;No;0;12;0,9;0.0
46;2026-01-09 07:15;2026-01-09 08:05;90170,6;90479,7;0,34;UP;90587,5;Swing Confirm;90448,5;7;SKIPPED;0,0;0,0;No;No;0;11;0,8;0.0
47;2026-01-09 14:50;2026-01-09 17:55;90076,6;90673,6;0,66;UP;90683,6;Swing Confirm;90612,6;15;SKIPPED;0,0;0,0;No;No;0;38;3,1;0.0
48;2026-01-09 18:00;2026-01-09 23:00;90481,6;90758,0;0,31;DOWN;90460,3;Swing Confirm;90569,4;16;SKIPPED;0,0;0,0;No;No;0;61;5,0;0.0
49;2026-01-09 23:05;2026-01-10 02:25;90373,7;90608,4;0,26;UP;90614,0;Swing Confirm;90640,0;13;SKIPPED;0,0;0,0;No;No;0;41;3,3;0.0
50;2026-01-10 04:30;2026-01-10 09:30;90490,2;90812,1;0,36;DOWN;90526,9;Swing Confirm;90607,3;22;SKIPPED;0,0;0,0;No;No;0;61;5,0;0.0
51;2026-01-10 12:55;2026-01-10 14:45;90467,0;90591,8;0,14;UP;90599,7;Swing Confirm;90536,2;15;SKIPPED;0,0;0,0;No;No;0;23;1,8;0.0
52;2026-01-10 15:35;2026-01-10 17:00;90416,1;90549,8;0,15;DOWN;90364,9;Swing Confirm;90452,6;11;SKIPPED;0,0;0,0;No;No;0;18;1,4;0.0
53;2026-01-10 17:05;2026-01-10 19:45;90332,8;90587,2;0,28;UP;90600,0;Swing Confirm;90571,3;12;SKIPPED;0,0;0,0;No;No;0;33;2,7;0.0
54;2026-01-10 20:45;2026-01-10 22:45;90549,1;90700,0;0,17;UP;90701,3;Swing Confirm;90668,7;6;SKIPPED;0,0;0,0;No;No;0;25;2,0;0.0
55;2026-01-10 22:50;2026-01-10 23:45;90634,2;90748,5;0,13;UP;90764,4;Swing Confirm;90769,2;8;SKIPPED;0,0;0,0;No;No;0;12;0,9;0.0
56;2026-01-11 02:35;2026-01-11 03:55;90562,6;90780,9;0,24;UP;90750,9;Swing Confirm;90690,6;11;SKIPPED;0,0;0,0;No;No;0;17;1,3;0.0
57;2026-01-11 04:30;2026-01-11 07:15;90625,4;90820,4;0,21;UP;90828,2;Swing Confirm;90860,6;19;SKIPPED;0,0;0,0;No;No;0;34;2,8;0.0
58;2026-01-11 07:30;2026-01-11 11:25;90660,0;91174,1;0,57;UP;91152,5;Swing Confirm;91089,1;7;SKIPPED;0,0;0,0;No;No;0;48;3,9;0.0
59;2026-01-11 12:10;2026-01-11 14:20;90746,2;91120,1;0,41;DOWN;90693,0;Swing Confirm;90627,0;17;SKIPPED;0,0;0,0;No;No;0;27;2,2;0.0
60;2026-01-11 20:25;2026-01-11 21:10;91048,6;91694,8;0,71;UP;91715,2;Swing Confirm;92059,9;24;SKIPPED;0,0;0,0;No;No;0;10;0,8;0.0
61;2026-01-11 22:50;2026-01-11 23:30;91704,9;92118,9;0,45;UP;92142,4;Swing Confirm;92187,1;8;SKIPPED;0,0;0,0;No;No;0;9;0,7;0.0
62;2026-01-11 23:35;2026-01-12 01:20;91951,4;92250,0;0,32;DOWN;91908,3;Swing Confirm;91734,5;11;SKIPPED;0,0;0,0;No;No;0;22;1,8;0.0
63;2026-01-12 13:15;2026-01-12 15:55;91366,9;92018,3;0,71;DOWN;91187,5;Swing Confirm;91313,5;7;SKIPPED;0,0;0,0;No;No;0;33;2,7;0.0
64;2026-01-12 16:00;2026-01-12 18:00;90875,6;91457,4;0,64;DOWN;91089,3;Swing Confirm;91180,0;8;SKIPPED;0,0;0,0;No;No;0;25;2,0;0.0
65;2026-01-12 18:05;2026-01-12 19:20;91034,0;91448,8;0,45;UP;91451,4;Swing Confirm;91430,0;5;SKIPPED;0,0;0,0;No;No;0;16;1,2;0.0
66;2026-01-12 19:35;2026-01-12 20:30;91171,1;91517,8;0,38;DOWN;91075,0;Swing Confirm;91248,9;9;SKIPPED;0,0;0,0;No;No;0;12;0,9;0.0
67;2026-01-12 20:35;2026-01-12 22:55;91003,0;91425,0;0,46;UP;91449,4;Swing Confirm;91473,3;8;SKIPPED;0,0;0,0;No;No;0;29;2,3;0.0
68;2026-01-12 23:00;2026-01-13 00:15;91299,8;92034,0;0,8;UP;92139,0;Swing Confirm;91974,3;6;SKIPPED;0,0;0,0;No;No;0;16;1,2;0.0
69;2026-01-13 01:55;2026-01-13 04:00;91878,0;92429,5;0,6;UP;92519,5;Swing Confirm;92253,3;7;SKIPPED;0,0;0,0;No;No;0;26;2,1;0.0
